ENSG00000187634.10	924879	106109
ENSG00000187634.10	924879	106109
ENSG00000187634.10	924879	20565
ENSG00000187634.10	924879	20067
ENSG00000187634.10	924879	20565
ENSG00000187634.10	924879	20067
ENSG00000187634.10	924879	897
ENSG00000237330.2	1074307	5519
ENSG00000237330.2	1074307	5519
ENSG00000237330.2	1074307	5519
ENSG00000237330.2	1074307	5519
ENSG00000131591.17	1116361	5938
ENSG00000162571.13	1173883	15732
ENSG00000162571.13	1173883	15732
ENSG00000162571.13	1173883	15732
ENSG00000162571.13	1173883	15732
ENSG00000186891.13	1206691	1514
ENSG00000186891.13	1206691	1514
ENSG00000162576.16	1361777	282
ENSG00000205116.3	1426127	4126
ENSG00000205116.3	1426127	4126
ENSG00000205116.3	1426127	4126
ENSG00000179403.11	1434860	1578
ENSG00000179403.11	1434860	529
ENSG00000197785.13	1512150	6453
ENSG00000197785.13	1512150	6453
ENSG00000189409.12	1632094	1103
ENSG00000189409.12	1632094	782
ENSG00000189409.12	1632094	1103
ENSG00000189409.12	1632094	782
ENSG00000008130.15	1780457	1658
ENSG00000008130.15	1780457	1658
ENSG00000008130.15	1780457	1658
ENSG00000169885.9	1914826	8563
ENSG00000169885.9	1914826	6393
ENSG00000169885.9	1914826	6393
ENSG00000169885.9	1914826	6393
ENSG00000169885.9	1914826	6393
ENSG00000162585.16	2212720	1229
ENSG00000162585.16	2212720	1229
ENSG00000116151.13	2391707	80184
ENSG00000116151.13	2391707	77334
ENSG00000116151.13	2391707	76802
ENSG00000116151.13	2391707	76802
ENSG00000157873.17	2555638	9696
ENSG00000157873.17	2555638	9696
ENSG00000157873.17	2555638	8761
ENSG00000157873.17	2555638	7540
ENSG00000157873.17	2555638	6936
ENSG00000157873.17	2555638	6658
ENSG00000157870.14	2586490	1182
ENSG00000157870.14	2586490	1182
ENSG00000162592.8	3752397	4827
ENSG00000196581.10	4654731	316148
ENSG00000196581.10	4654731	316148
ENSG00000196581.10	4654731	316148
ENSG00000007923.15	6701924	41281
ENSG00000007923.15	6701924	41281
ENSG00000007923.15	6701924	41281
ENSG00000116285.12	8026308	21090
ENSG00000116285.12	8026308	34954
ENSG00000116285.12	8026308	37365
ENSG00000116285.12	8026308	37365
ENSG00000116285.12	8026308	50787
ENSG00000116285.12	8026308	51862
ENSG00000116285.12	8026308	56808
ENSG00000116285.12	8026308	90694
ENSG00000116285.12	8026308	94777
ENSG00000116285.12	8026308	95177
ENSG00000116285.12	8026308	94777
ENSG00000116285.12	8026308	95177
ENSG00000116285.12	8026308	106922
ENSG00000116285.12	8026308	107357
ENSG00000116285.12	8026308	107777
ENSG00000116285.12	8026308	107357
ENSG00000116285.12	8026308	107777
ENSG00000116285.12	8026308	143158
ENSG00000116285.12	8026308	143727
ENSG00000116285.12	8026308	143158
ENSG00000116285.12	8026308	143727
ENSG00000116285.12	8026308	143158
ENSG00000116285.12	8026308	143727
ENSG00000116285.12	8026308	143158
ENSG00000116285.12	8026308	143727
ENSG00000162426.14	8317825	143427
ENSG00000162426.14	8317825	127902
ENSG00000162426.14	8317825	120029
ENSG00000162426.14	8317825	115688
ENSG00000162426.14	8317825	115688
ENSG00000162426.14	8317825	113318
ENSG00000162426.14	8317825	100815
ENSG00000162426.14	8317825	100815
ENSG00000162426.14	8317825	78794
ENSG00000162426.14	8317825	78691
ENSG00000162426.14	8317825	78178
ENSG00000162426.14	8317825	66102
ENSG00000074800.13	8879249	30580
ENSG00000074800.13	8879249	10217
ENSG00000074800.13	8879249	10753
ENSG00000074800.13	8879249	11264
ENSG00000074800.13	8879249	10753
ENSG00000074800.13	8879249	11264
ENSG00000197241.3	9026345	40186
ENSG00000197241.3	9026345	39907
ENSG00000180758.11	9129170	20719
ENSG00000180758.11	9129170	52424
ENSG00000180758.11	9129170	52424
ENSG00000180758.11	9129170	52769
ENSG00000180758.11	9129170	52769
ENSG00000171621.13	9292879	78501
ENSG00000171621.13	9292879	78501
ENSG00000171621.13	9292879	83062
ENSG00000171621.13	9292879	83594
ENSG00000171621.13	9292879	83594
ENSG00000171621.13	9292879	83594
ENSG00000171621.13	9292879	91567
ENSG00000171621.13	9292879	91851
ENSG00000171621.13	9292879	95983
ENSG00000171621.13	9292879	119861
ENSG00000171621.13	9292879	119861
ENSG00000171621.13	9292879	120704
ENSG00000171621.13	9292879	120704
ENSG00000171621.13	9292879	120704
ENSG00000171612.6	9539481	110113
ENSG00000171612.6	9539481	100829
ENSG00000171612.6	9539481	97902
ENSG00000171612.6	9539481	97902
ENSG00000171612.6	9539481	72397
ENSG00000171603.16	9824526	913
ENSG00000171603.16	9824526	913
ENSG00000280113.1	9828258	7579
ENSG00000280113.1	9828258	7579
ENSG00000142657.20	10398591	10721
ENSG00000130940.14	10796650	161169
ENSG00000130940.14	10796650	161169
ENSG00000130940.14	10796650	160642
ENSG00000177674.15	11736083	4044
ENSG00000177674.15	11736083	4044
ENSG00000120937.8	11858931	21911
ENSG00000120937.8	11858931	21911
ENSG00000116685.15	11926428	7639
ENSG00000028137.16	12167002	5270
ENSG00000028137.16	12167002	4870
ENSG00000162496.8	12617731	98953
ENSG00000162496.8	12617731	98953
ENSG00000162496.8	12617731	98953
ENSG00000162496.8	12617731	77728
ENSG00000162496.8	12617731	77728
ENSG00000162496.8	12617731	76178
ENSG00000162496.8	12617731	68954
ENSG00000162496.8	12617731	68954
ENSG00000162496.8	12617731	68954
ENSG00000162496.8	12617731	61458
ENSG00000162496.8	12617731	61458
ENSG00000162496.8	12617731	1314
ENSG00000162496.8	12617731	1541
ENSG00000162496.8	12617731	2137
ENSG00000162494.5	13514048	26756
ENSG00000162494.5	13514048	29935
ENSG00000189337.15	14598703	293846
ENSG00000189337.15	14598703	293846
ENSG00000189337.15	14598703	111744
ENSG00000189337.15	14598703	81584
ENSG00000189337.15	14598703	76528
ENSG00000171729.13	15152531	6348
ENSG00000142621.19	15247271	4080
ENSG00000197312.11	15617499	13711
ENSG00000197312.11	15617499	13711
ENSG00000197312.11	15617499	13711
ENSG00000116786.11	15684331	979
ENSG00000233954.6	15809348	10234
ENSG00000233954.6	15809348	9856
ENSG00000233954.6	15809348	9105
ENSG00000233954.6	15809348	9105
ENSG00000186510.11	16018874	6088
ENSG00000186510.11	16018874	5605
ENSG00000142627.12	16156087	11858
ENSG00000142627.12	16156087	19539
ENSG00000142627.12	16156087	19539
ENSG00000142627.12	16156087	19539
ENSG00000142627.12	16156087	25454
ENSG00000142627.12	16156087	25454
ENSG00000142627.12	16156087	25454
ENSG00000142632.16	16212609	4421
ENSG00000142632.16	16212609	5036
ENSG00000142632.16	16212609	4421
ENSG00000142632.16	16212609	5036
ENSG00000268991.2	16539065	40567
ENSG00000268991.2	16539065	40567
ENSG00000268991.2	16539065	40567
ENSG00000268991.2	16539065	40567
ENSG00000237847.2	16673002	27923
ENSG00000237847.2	16673002	27923
ENSG00000237847.2	16673002	27923
ENSG00000279132.1	16734461	9212
ENSG00000279132.1	16734461	9212
ENSG00000074964.16	17539834	37461
ENSG00000074964.16	17539834	37461
ENSG00000074964.16	17539834	7918
ENSG00000074964.16	17539834	8232
ENSG00000169991.10	18956686	5810
ENSG00000169991.10	18956686	5810
ENSG00000169991.10	18956686	54084
ENSG00000077549.17	19485539	19421
ENSG00000077549.17	19485539	19851
ENSG00000077549.17	19485539	19421
ENSG00000077549.17	19485539	19851
ENSG00000077549.17	19485539	44056
ENSG00000077549.17	19485539	46977
ENSG00000173436.13	19596976	33492
ENSG00000173436.13	19596976	33492
